coffee_name,total_score,roaster_location,coffee_origin,roast_level,est._price,agtron_ground,agtron_roast,price_per_ounce,origin_country
Ethiopia Bench Maji Geisha Lucy Station,94.0,"Yilan, Taiwan","Bench-Maji Zone, Southern Ethiopia",Light,NT $600/200 grams,64.0,83.0,21.164021164021165,Ethiopia
Ecuador Peñaherrera AAA,95.0,"Topeka, Kansas","Imbabura Province, Ecuador",Medium Light,$25.00/12 ounces,60.0,77.0,25.0,Ecuador
HWC Geisha Plus Geisha Black Espresso,95.0,"Taichung, Taiwan",Colombia; Ethiopia,Medium Light,$45.00/8 ounces,54.0,72.0,45.0,Ethiopia
Ethiopia Yirgacheffe Jade Lotus,94.0,"Taichung, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium Light,$20.00/8 ounces,59.0,75.0,20.0,Ethiopia
Blue Sunda Estate Java,94.0,"Johns Creek, Georgia","West Java, Indonesia",Medium Light,$19.00/12 ounces,60.0,75.0,19.0,Indonesia
La Papaya Natural Ecuador,95.0,"Madison, Wisconsin","Saraguro, Loja, Ecuador",Medium Light,$19.00/8 ounces,58.0,80.0,19.0,Ecuador
Wilton Benitez Tabi VIP Colombia,95.0,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Light,$22.00/12 ounces,64.0,86.0,22.0,Colombia
El Mango Peru,94.0,"Madison, Wisconsin","San Ignacio, Cajamarca, Peru",Medium Light,$19.00/12 ounces,56.0,77.0,19.0,Peru
Banko Gotiti Ethiopia,95.0,"Madison, Wisconsin","Gedeb District, Gedeo Zone, southern Ethiopia",Medium Light,$20.00/12 ounces,60.0,78.0,20.0,Ethiopia
El Morito Guatemala,94.0,"Madison, Wisconsin","Mataquescuintla, Jalapa, Guatemala",Medium Light,$19.00/8 ounces,59.0,76.0,19.0,Guatemala
Pantan Musara Sumatra,95.0,"Madison, Wisconsin","Pegasing, Takengon, Aceh Province, Sumatra, Indonesia",Medium Light,$23.00/12 ounces,56.0,78.0,23.0,Indonesia
Giakanja Kenya,94.0,"Madison, Wisconsin","Nyeri County, Kenya",Medium Light,$25.00/12 ounces,59.0,79.0,25.0,Kenya
Ethiopia Basha Bekele,95.0,"Lexington, Virginia","Sidamo growing region, south-central Ethiopia",Light,$23.00/12 ounces,62.0,86.0,23.0,Ethiopia
Colombia Luz Helena Salazar Wine Yeast Grape Honey,94.0,"Yilan, Taiwan","Quindio Department, Colombia",Medium Light,NT $700/200 grams,58.0,80.0,24.691358024691358,Colombia
Ka‘ū Malolactic Natural,94.0,"Hilo, Big Island of Hawai’i","Ka‘ū growing region, Big Island of Hawai’i",Medium Light,$40.00/4 ounces,62.0,76.0,40.0,
Jade Rabbit Espresso Blend,95.0,"Taoyuan, Taiwan",Ethiopia; Kenya,Medium,NT $650/8 ounces,46.0,70.0,650.0,Kenya
Colombia Finca Paraiso Gesha Wilton Benitez,94.0,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",Light,$60.00/250 grams,64.0,84.0,2.1164021164021163,Colombia
Colombia Finca La España Gesha,94.0,"Jersey City, New Jersey","Planadas, Tolima Department, Colombia",Light,$60.00/250 grams,64.0,84.0,2.1164021164021163,Colombia
Colombia Huila La Esperanza Pink Bourbon Honey,94.0,"Zhubei, Taiwan","Huila, Colombia",Medium Light,NT $380/8 ounces,62.0,76.0,380.0,Colombia
Ethiopia Halo Beriti Single-Origin Espresso,95.0,"Sacramento, California","Yirgacheffe growing region, south-central Ethiopia",Medium Light,$24.00/12 ounces,56.0,74.0,24.0,Ethiopia
Ethiopia Gora Kone,94.0,"Sacramento, California","Sidamo growing region, southern Ethiopia",Light,$23.50/12 ounces,62.0,84.0,23.5,Ethiopia
Ecuador Finca Lugmapata,94.0,"San Rafael, California","Pallatanga, Chimborazo Province, Ecuador",Medium Light,$22.00/6 ounces,62.0,79.0,22.0,Ecuador
Costa Rica Raisin Honey,94.0,"Glendale, California","Dota, Tarrazú, Costa Rica",Medium Light,$26.00/12 ounces,60.0,76.0,26.0,Rica
Quindio Gold Honey Colombia,94.0,"Madison, Wisconsin","Circasia Municipality, Quindio Department, Colombia",Light,$18.00/8 ounces,62.0,80.0,18.0,Colombia
Organic Peru San Fernando Tres Fincas Gesha,95.0,"Viroqua, Wisconsin","Incawasi, La Convencion Province, Peru",Medium Light,$29.00/12 ounces,58.0,80.0,29.0,Peru
Kenya Washed Kiambu Gititu AB Top,95.0,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Light,NT $300/8 ounces,60.0,82.0,300.0,Kenya
Ethiopia Natural Guji Dasaya,95.0,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,NT $290/8 ounces,62.0,86.0,290.0,Ethiopia
Kona Classic,94.0,"Hilo, Hawaii","Kona growing region, Big Island of Hawai’i",Medium Light,$25.00/4 ounces,60.0,78.0,25.0,
Hawai’i Ka‘ū Champagne Natural,94.0,"Hilo, Hawaii","Ka‘ū growing region, Big Island of Hawai’i",Medium Light,$25.00/4 ounces,60.0,78.0,25.0,
Ethiopia Sidamo Rumudamo Premium,95.0,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,NT $400/8 ounces,64.0,84.0,400.0,Ethiopia
Yemen Natural Hamoud Abdullah AL-Khisheni,94.0,"Chia-Yi, Taiwan","Al Hayma, Sana'a Governorate, Yemen",Light,NT $600/4 ounces,62.0,80.0,600.0,Yemen
Guatemala Acatenango Gesha,94.0,"Taichung, Taiwan","Acatenango growing region, Guatemala",Light,"NT $1,200/227 grams",67.0,86.0,,Guatemala
Kenya Gatomboya,94.0,"Truckee, California","Nyeri growing region, south-central Kenya",Medium Light,$30.00/12 ounces,59.0,77.0,30.0,Kenya
Ethiopia Guji,94.0,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,NT $180/8 ounces,65.0,86.0,180.0,Ethiopia
Burundi Nemba Washed Process,94.0,"Viroqua, Wisconsin","Kayanza, Northern Province, Burundi",Medium Light,$23.00/12 ounces,60.0,77.0,23.0,Burundi
Worka Sakaro Ethiopia,95.0,"Madison, Wisconsin","Worka Sakaro, Gedeb District, Gedeo Zone, Ethiopia",Light,$20.00/12 ounces,62.0,84.0,20.0,Ethiopia
Teremuka Peaberry Kenya,94.0,"Madison, Wisconsin","Nakuru County, Kenya",Medium Light,$24.00/12 ounces,60.0,77.0,24.0,Kenya
Teremuka Kenya,94.0,"Madison, Wisconsin","Nakuru County, Kenya",Medium Light,$24.00/12 ounces,60.0,77.0,24.0,Kenya
El Salvador La Muela Pacamara,94.0,"Topeka, Kansas","Chalatenango, El Salvador",Medium Light,$23.00/12 ounces,58.0,77.0,23.0,Salvador
Colombia Finca Juan Martin Aced Sidra,95.0,"Billings, Montana","Cauca, Colombia",Light,$31.50/12 ounces,62.0,80.0,31.5,Colombia
Guatemala Natural Santa Felisa Gesha SF-04 95,95.0,"Chia-Yi, Taiwan","Acatenango, Chimaltenango Department, Guatemala",Medium Light,NT $650/4 ounces,59.0,75.0,650.0,Guatemala
Colombia Red Bomb,94.0,"Lexington, Virginia","La Sierra, Medellin, Colombia",Medium Light,$25.00/12 ounces,59.0,77.0,25.0,Colombia
Ethiopia 2022 COE #3 Washed Temam 74110,95.0,"Chia-Yi, Taiwan","Jimma Zone, Oromia region, southern Ethiopia",Light,"NT $1,250/4 ounces",62.0,86.0,,Ethiopia
Espresso Giusto,94.0,"Lexington, Virginia",Colombia; Guatemala; Mexico,Medium Light,$16.95/12 ounces,54.0,72.0,16.95,Mexico
Golden Parrot Blend Espresso,94.0,"Chia-Yi, Taiwan",Guatemala; Ethiopia; Colombia,Medium Light,NT $210/8 ounces,58.0,78.0,210.0,Colombia
Galaxy Gesha Quindio Colombia Edwin Noreña,95.0,"Lee, Massachusetts","Circasia, Quindio Department, Colombia",Light,$38.45/12 ounces,65.0,86.0,38.45,Colombia
Ka‘ū JN Farms Malolactic Honey,95.0,"Hilo, Big Island of Hawai’i","Ka‘ū growing region, Big Island of Hawai’i",Light,$40.00/4 ounces,62.0,84.0,40.0,
Colombia Finca El Paraiso Rose Tea,94.0,"Yilan, Taiwan","Cauca Department, Colombia",Light,NT $500/100 grams,64.0,88.0,17.636684303350968,Colombia
Colombia Monteblanco Rodrigo Sanchez Carbonic Maceration,94.0,"Los Angeles, California","Huila Department, Colombia",Light,$23.95/310 grams,56.0,86.0,0.8447971781305114,Colombia
Colombia Cauca Granja Paraiso 92 – Pink Bourbon,94.0,"Lake Forest, Illinois","Piendamo, Cauca Department, Colombia",Light,$34.99/12 ounces,67.0,99.0,34.99,Colombia
Ethiopia Gatta Anaerobic,94.0,"Olympia, Washington","Sidamo growing region, southern Ethiopia",Light,$34.50/12 ounces,65.0,92.0,34.5,Ethiopia
Colombia Osmanthus Bouquet Granja Paraiso 92,94.0,"Seoul, South Korea","Piendamo, Cauca Department, Colombia",Light,"KRW $28,000/100 grams",64.0,82.0,,Colombia
Colombia Granja Paraíso-92- Papayo Kōji,95.0,"Hilo, Hawaii","Piendamó, Cauca Department, Colombia",Light,$40.00/4 ounces,64.0,84.0,40.0,Colombia
Ethiopia Dinkalem Ademe Wush Wush,95.0,"Floyd, Virginia","Guji Zone, Oromia Region, southern Ethiopia",Light,$28.00/12 ounces,62.0,84.0,28.0,Ethiopia
Colombia Pink Bourbon,95.0,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",Light,$30.00/250 grams,64.0,82.0,1.0582010582010581,Colombia
Kenya Kiambu Mandela Estate AA Washed Process,94.0,"Taipei, Taiwan","Kiambu County, south-central Kenya",Medium Light,NT $349/8 ounces,60.0,77.0,349.0,Kenya
Costa Rica Volcán Azul Geisha Yeast-Washed,94.0,"Zhubei, Taiwan","West Valley, Costa Rica",Light,NT $349/100 grams,62.0,80.0,12.310405643738976,Rica
Ethiopia Yirgacheffe Adame G1 Natural,94.0,"Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Light,NT $550/8 ounces,63.0,79.0,550.0,Ethiopia
Kenya Gichathaini,94.0,"Sacramento, California","Mathira West District, Nyeri growing region, Kenya",Light,$25.00/12 ounces,64.0,82.0,25.0,Kenya
Guatemala Retiro del Quisaya Natural Process,94.0,"Durango, Colorado","San Martin Jilotepeque, Chimaltenango Department, Guatemala",Medium Light,$18.95/12 ounces,59.0,78.0,18.95,Guatemala
Ethiopia Sidama Karamo Anaerobic Natural,94.0,"Bozeman, Montana","Sidamo growing region, south-central Ethiopia.",Medium Light,$35.00/12 ounces,62.0,79.0,35.0,
Colombia Geiner Montano,94.0,"Sacramento, California","Huila Department, Colombia",Medium Light,$24.50/12 ounces,62.0,78.0,24.5,Colombia
Kabiufa Papua New Guinea,94.0,"Madison, Wisconsin","Kabiufa, Eastern Highlands, Papua New Guinea",Medium Light,$20.00/12 ounces,58.0,77.0,20.0,Guinea
Ka‘u Red Catuai Peaberry,94.0,"Hilo, Hawaii","Ka‘u growing region, Big Island of Hawai’i",Medium Light,$30.00/4 ounces,59.0,74.0,30.0,
Ethiopia Kayon Mountain,94.0,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,$20.95/12 ounces,64.0,82.0,20.95,Ethiopia
Panama Finca Las Nubes Geisha Microlot,94.0,"Waterbury Center, Vermont","Boquete growing region, Panama",Medium Light,$15.00/8 ounces,60.0,77.0,15.0,Panama
Guatemala El Milagro Bourbon Especial,95.0,"Topeka, Kansas","Huehuetenango, Guatemala",Medium Light,$28.00/12 ounces,60.0,78.0,28.0,Guatemala
Costa Rica William Mora,94.0,"Phoenix, Arizona","Tarrazu growing region, Costa Rica",Light,$28.00/12 ounces,65.0,84.0,28.0,Rica
Ethiopia Duromina Agaro Gera,94.0,"Mount Shasta, California","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Light,$17.00/12 ounces,62.0,81.0,17.0,Ethiopia
Winter 2022 Allocation Colombia,94.0,"Phoenix, Arizona","Quindio Department, Colombia",Light,$50.00/6 ounces,62.0,80.0,50.0,Colombia
Laura’s Reserve SL34,96.0,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium Light,$69.95/8 ounces,60.0,80.0,69.95,
El Salvador 2022 COE#17 El Mirador Washed Gesha,96.0,"Chia-Yi, Taiwan","Apaneca-Ilamatepec, El Salvador",Medium Light,NT $500/4 ounces,58.0,78.0,500.0,Salvador
Panama ABU Washed Gesha Lot GW57,95.0,"Chia-Yi, Taiwan","Cañas Verdes, Boquete growing region, western Panama",Light,"NT $1,000/4 ounces",64.0,84.0,,Panama
Guatemala Natural El General Bistro Lot Espresso,94.0,"Chia-Yi, Taiwan","Acatenango, Chimaltenango, Guatemala",Medium Light,NT $290/8 ounces,58.0,76.0,290.0,Guatemala
Ethiopia 2022 COE#25 Natural Tadesse 74112,94.0,"Chia-Yi, Taiwan","Gedeo Zone, SNNPR, southern Ethiopia",Light,NT $450 /4 ounces,65.0,84.0,450.0,Ethiopia
Ethiopia Washed Sidama Rumudamo,94.0,"Chia-Yi, Taiwan","Arbegona, Sidamo growing region, south-central Ethiopia",Light,NT $390/8 ounces,64.0,86.0,390.0,Ethiopia
Lemon Sugar Wash,95.0,"Taipei, Taiwan","Sidamo growing region, south-central Ethiopia",Medium Light,NT $550/225 grams,59.0,77.0,19.400352733686066,Ethiopia
Kenya Kiambu AA,95.0,"Taipei, Taiwan","Kiambu growing region, south-central Kenya",Medium Light,NT $650/225 grams,60.0,76.0,22.92768959435626,Kenya
Colombia Geisha Allium,94.0,"San Diego, California","Valle de Cauca Department, Colombia",Light,$65.00/8 ounces,62.0,84.0,65.0,Colombia
Wilton Benitez Orange Bourbon,96.0,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Light,$19.00/8 ounces,60.0,82.0,19.0,Colombia
Kayon Mountain Ethiopia,94.0,"Madison, Wisconsin","Odo Shakiso District, Guji Zone, southern Ethiopia",Medium Light,$18.00/12 ounces,58.0,78.0,18.0,Ethiopia
Ethiopia Kochere Arefasa Washed G1,94.0,"Nantou, Taiwan","Yirgacheffe growing region, southern Ethiopia",Light,NT $500/227 grams,62.0,80.0,17.636684303350968,Ethiopia
Colombia Granja Paraíso Java P14,95.0,"Minneapolis, Minnesota","Cauca Department, Colombia",Light,$50.00/4 ounces,64.0,82.0,50.0,Colombia
El Salvador Finca El Retiro Sudan Rume Natural,94.0,"Chia-Yi, Taiwan","Apaneca-Ilamatepec growing region, El Salvador",Medium Light,$16.00/230 grams,62.0,78.0,0.564373897707231,Salvador
Ethiopia Hayissa Olocho Lot 6,94.0,"Savannah, Georgia","Sidamo growing region, Ethiopia",Light,$27.00/10 ounces,61.0,82.0,27.0,Ethiopia
Nyeri Hill Kenya,94.0,"Madison, Wisconsin","Nyeri growing region, south-central Kenya",Medium Light,$22.00/12 ounces,58.0,80.0,22.0,Kenya
Ethiopia COE #8 Sidama Arbegona Muluneh Tute Galcho 74158 Natural,95.0,"Yilan, Taiwan","Sidamo growing region, southern Ethiopia",Light,NT $1700/200 grams,63.0,82.0,59.9647266313933,Ethiopia
Chelbessa Ethiopia,94.0,"Madison, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Medium Light,$20.00/12 ounces,60.0,78.0,20.0,Ethiopia
Ka’u Tropical Punch,94.0,"Minneapolis, Minnesota","Ka'u growing region, Big Island of Hawai’i",Medium Light,$25.00/4 ounces,60.0,78.0,25.0,
Ethiopia Gesha Village Illubabor Forest Lot 22/043 (Single-Terroir) Natural Process,94.0,"Taipei, Taiwan","Bench-Maji Zone, Southern Ethiopia",Light,NT $299/100 grams,64.0,84.0,10.54673721340388,Ethiopia
Ethiopia Gera Genji Challa,94.0,"San Diego, California","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium Light,$28.00/12 ounces,59.0,77.0,28.0,Ethiopia
Kenya Gotomboya Peaberry,94.0,"San Diego, California","Nyeri growing region, south-central Kenya",Medium Light,$27.00/12 ounces,59.0,77.0,27.0,Kenya
Panama Hartmann Estate Chicho Gallo Amaro Gayo Natural BOP#1,94.0,"Taipei, Taiwan","Chiriqui Province, far western Panama",Medium Light,NT $549/100 grams,60.0,78.0,19.365079365079364,Panama
Kenya Ichamama,94.0,"San Diego, California","Nyeri growing region, south-central Kenya",Medium Light,$28.00/12 ounces,59.0,77.0,28.0,Kenya
Ethiopia Uchoro Nansebo Washed,95.0,"Floyd, Virginia","Yirgacheffe growing region, southern Ethiopia",Light,$27.00/12 ounces,60.0,82.0,27.0,Ethiopia
Nekisse Phantom Roasting,95.0,"Hong Kong, China","Sidamo growing region, south-central Ethiopia",Light,HKD $650/150 grams,64.0,83.0,,Ethiopia
Colombia Finca Samboni Gesha Anaerobic Natural,94.0,"Floyd, Virginia","Algeciras, Huila Department, Colombia",Medium Light,$30.00/12 ounces,62.0,78.0,30.0,Colombia
Kambera Inari Roasting,94.0,"Hong Kong, China","Piedra Candela, Panama",Light,HKD $530/150 grams,62.0,80.0,,Panama
Colombia Don Correa Gesha,94.0,"Lexington, Virginia","San Jose, Caldas, Colombia",Light,$32.95/12 ounces,62.0,80.0,32.95,Colombia
Ethiopia BergWu Maker Series Yirgacheffe Wuri G1 Lot MW21/02,94.0,"Hong Kong, China","Yirgacheffe growing region, southern Ethiopia",Medium Light,HKD $128/200 grams,62.0,78.0,,Ethiopia
Mexico Finca Santa Cruz COE#1b,94.0,"Macao, China","La Concordia, Chiapas State, Mexico",Light,HKD $498/100 grams,64.0,84.0,,Mexico
Wilton Benitez Geisha,95.0,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Medium Light,$25.00/8 ounces,59.0,81.0,25.0,Colombia
Colombia Cerro Azul Geisha,95.0,"San Diego, California","Trujillo, Valle del Cauca Department, Colombia",Light,$59.00/8 ounces,62.0,80.0,59.0,Colombia
Yirgacheffe Mengesha Natural,94.0,"Glendale, California","Yirgacheffe growing region, southern Ethiopia",Medium Light,$20.50/12 ounces,60.0,77.0,20.5,Ethiopia
Panama Geisha Finca Debra Symbiosis,94.0,"Redding, California","Volcan growing region, western Panama",Light,$45.00/4 ounces,62.0,80.0,45.0,Panama
Panama Geisha Finca Debra Echo,94.0,"Redding, California","Volcan growing region, western Panama",Light,$40.00/200 grams,64.0,80.0,1.4109347442680775,Panama
Ethiopia Hamasho Washed,95.0,"Minnesota, Minnesota","Bombe Mountains, Sidama Region, Ethiopia",Light,$25.00/12 ounces,62.0,81.0,25.0,Ethiopia
Ethiopia Idido Anaerobic Natural,95.0,"Minneapolis, Minnesota","Yirgacheffe growing region, southern Ethiopia",Medium Light,$20.00/6 ounces,61.0,80.0,20.0,Ethiopia
Mexico Cup of Excellence #7,94.0,"Manlius, New York","Coatepec, Veracruz State, Mexico",Light,$40.00/12 ounces,62.0,80.0,40.0,Mexico
Ethiopia Reko Yirgacheffe,94.0,"Sacramento, California","Yirgacheffe growing region, southern Ethiopia",Medium Light,$23.50/12 ounces,60.0,76.0,23.5,Ethiopia
Double-Anaerobic Fermentation Tamiru Tadesse,94.0,"Big Lake, Alaska","Sidamo growing region, south-central Ethiopia",Light,$40.00/10 ounces,62.0,80.0,40.0,Ethiopia
Ethiopia Chelbesa Danche Yirgacheffe,94.0,"San Diego, California","Chelchele, Gedeb District, Gedeo Zone, Ethiopia",Medium Light,$24.00/12 ounces,60.0,77.0,24.0,Ethiopia
Ethiopia Honey Process Tamiru Tadesse,94.0,"Big Lake, Alaska","Sidamo growing region, south-central Ethiopia",Light,$35.00/10 ounces,64.0,83.0,35.0,Ethiopia
Ethiopia Halo Beriti,96.0,"Lexington, Virginia","Yirgacheffe growing region, southern Ethiopia",Medium Light,$20.95/12 ounces,60.0,77.0,20.95,Ethiopia
Narsha Gesha,96.0,"Denver, Colorado","Bench-Maji Zone, southern Ethiopia",Light,$35.00/200 grams,63.0,81.0,1.2345679012345678,Ethiopia
Ethiopia Washed Guji Uraga Welichu,96.0,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,NT $375/8 ounces,58.0,78.0,375.0,Ethiopia
Don Roger & Isabel’s Natural Fruit Symphony,94.0,"Rochester, New York","Jinotega Department, Nicaragua",Medium Light,$19.00/175 grams,60.0,77.0,0.6701940035273368,Nicaragua
Kenya Gitare AA TOP,95.0,"Chia-Yi, Taiwan","Embu County, Eastern Province, Kenya",Light,NT $340/8 ounces,62.0,80.0,340.0,Kenya
Yemen Natural Sana’a Manakhah Ja’adi,95.0,"Chia-Yi, Taiwan","Manakhah, Sana'a, Yemen",Medium Light,NT $900/4 ounces,58.0,77.0,900.0,Yemen
Ethiopia Bench Maji Gesha Special Natural Lot 03,95.0,"Chia-Yi, Taiwan","Bench-Maji Zone, southern Ethiopia",Light,NT $400/8 ounces,64.0,81.0,400.0,Ethiopia
Ethiopia Yirgacheffe Kochere Debo Premium Lot Washed Process,94.0,"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Light,NT $459/8 ounces,62.0,80.0,459.0,Ethiopia
Ethiopia Natural Yirgacheffe Burtukaana Danche,94.0,"Chia-Yi, Taiwan","Gedeo Zone, southern Ethiopia",Medium Light,NT $350/8 ounces,60.0,78.0,350.0,Ethiopia
Ethiopia Hateso Guji Washed,94.0,"Bozeman, Montana","Guji Zone, Oromia Region, Ethiopia",Medium Light,$20.00/12 ounces,59.0,78.0,20.0,Ethiopia
Guatemala El Injerto Pacamara,94.0,"San Rafael, California","La Libertad, Huehuetenango Department, Guatemala",Medium Light,$22.00/6 ounces,58.0,74.0,22.0,Guatemala
Colombia Finca Samboni Gesha Anaerobic Natural,95.0,"Charlotte, North Carolina","Algeciras, Huila Department, Colombia",Light,$45.00/12 ounces,62.0,80.0,45.0,Colombia
Colombia Tres Dragones,94.0,"San Diego, California","Caicedonia, Valle de Cauca Department, Colombia",Light,$23.00/10 ounces,64.0,84.0,23.0,Colombia
Rwanda Cyesha Natural,94.0,"Charlotte, North Carolina","Nyamasheke District, Lake Kivu, Rwanda",Medium Light,$26.00/12 ounces,58.0,74.0,26.0,Rwanda
Espresso No. 3,94.0,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium Light,$20.00/12 ounces,54.0,78.0,20.0,Guatemala
Finca Santa Isabel,94.0,"Antigua, Guatemala","Cobán growing region, Alta Verapaz Department, Guatemala",Medium Light,$13.00/12 ounces,58.0,76.0,13.0,Guatemala
Colombia Castillo Fruit Maceration Series (Passionfruit),95.0,"Jersey City, New Jersey","Armenia, Quindio Department, Colombia",Medium Light,$25.00/8 ounces,58.0,78.0,25.0,Colombia
Colombia Castillo Fruit Maceration Series (Strawberry),94.0,"Jersey City, New Jersey","Armenia, Quindio Department, Colombia",Medium Light,$25.00/8 ounces,61.0,78.0,25.0,Colombia
Colombia Castillo Fruit Maceration Series (Peach),94.0,"Jersey City, New Jersey","Armenia, Quindio Department, Colombia",Medium Light,$25.00/8 ounces,60.0,77.0,25.0,Colombia
Full Moon Espresso,95.0,"Taipei, Taiwan",Ethiopia; Guatemala; El Salvador; Panama; Costa Rica,Medium,NT $550/200 grams,48.0,64.0,19.400352733686066,Rica
Ethiopia Sidama Tamiru Tadesse Anaerobic Natural Special Auction Lot,95.0,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,$10.00/4 ounces,62.0,80.0,10.0,Ethiopia
Colombia La Esperanza 100% Geisha Hanashaku,94.0,"Taoyuan, Taiwan","Valle de Cauca, Colombia",Light,NT$500/4 ounces,65.0,81.0,500.0,Colombia
Kona Extra Fancy,95.0,"Lincoln, California","Kona growing region, “Big Island” of Hawai’i",Medium Light,$45.99/12 ounces,58.0,74.0,45.99,
Costa Rica Las Lajas Perla Negra,94.0,"Durango, Colorado","Sabanilla de Alajuela growing region, Costa Rica",Medium Light,$18.95/12 ounces,57.0,76.0,18.95,Rica
Ecuador COE 1st place Arashi Typica Mejorado Washed,96.0,"Yilan, Taiwan","Saraguro, Loja, Ecuador",Light,NT $800/20 grams,62.0,80.0,28.21869488536155,Ecuador
Ethiopia Getu Kurume Natural,95.0,"Hsinchu, Taiwan","Yirgacheffe growing region, southern Ethiopia",Light,NT $460/8 ounces,64.0,86.0,460.0,Ethiopia
Fruit of the Goddess Espresso Blend,94.0,"Taipei City, Taiwan",Kenya; Costa Rica; Ethiopia,Medium Light,NT $550/454 grams,52.0,70.0,19.400352733686066,Ethiopia
Papua New Guinea Wahgi Valley Sigri Estate Peaberry,94.0,"Taipei City, Taiwan","Western Highlands Province, Papua New Guinea",Medium Light,NT $550/227 grams,57.0,77.0,19.400352733686066,Guinea
